customer_city,customer_state,risk_segment,churn_probability,total_spent,average_review_score,average_delivery_delay,recommendation,reason,priority,owner,timeline,estimated_cost,expected_outcome
nova venecia,ES,High Risk,0.8378559,641.31,5.0,6.0,Service Recovery + Compensation Offer,Significant delivery delay,Critical,Logistics Team,Within 24 Hours,100,Recover customer trust
paranaiba,MS,High Risk,0.8544925,156.19,4.0,-20.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
santa vitoria do palmar,RS,High Risk,0.8434195,220.84,1.0,-17.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
sao paulo,SP,Medium Risk,0.43985718,211.91,0.0,4.0,Customer Satisfaction Survey,Average review score,Medium,Customer Experience Team,Within 7 Days,20,Identify customer pain points
sao paulo,SP,Medium Risk,0.5269891,1026.78,3.0,-5.0,Customer Satisfaction Survey,Average review score,Medium,Customer Experience Team,Within 7 Days,20,Identify customer pain points
luis eduardo magalhaes,BA,Medium Risk,0.5674563,249.8,3.0,-3.0,Customer Satisfaction Survey,Average review score,Medium,Customer Experience Team,Within 7 Days,20,Identify customer pain points
brasilia,DF,High Risk,0.7659338,35.1,4.0,-15.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
sao paulo,SP,High Risk,0.8825063,104.62,5.0,-11.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
contagem,MG,Medium Risk,0.50615156,157.07,5.0,-10.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
santa gertrudes,SP,High Risk,0.8819616,66.5,4.0,-18.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
franca,SP,High Risk,0.8764034,135.59,5.0,-7.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
itapevi,SP,Medium Risk,0.66865635,168.75,4.0,-12.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
sapiranga,RS,Medium Risk,0.6529891,920.17,3.0,-18.0,Customer Satisfaction Survey,Average review score,Medium,Customer Experience Team,Within 7 Days,20,Identify customer pain points
limeira,SP,Medium Risk,0.64203,48.84,5.0,-10.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
fortaleza,CE,High Risk,0.8604552,381.86,1.0,27.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
sao bernardo do campo,SP,High Risk,0.7180728,161.37,3.0,-21.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
rio de janeiro,RJ,Low Risk,0.11789717,98.45,5.0,-36.0,Regular Promotional Campaign,Low churn probability,Low,Marketing Team,Monthly,10,Maintain customer engagement
surubim,PE,High Risk,0.8704543,54.63,5.0,-19.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
natividade,RJ,Medium Risk,0.61705875,227.47,5.0,-21.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
maracanau,CE,High Risk,0.74907964,131.94,4.0,-9.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
barreiras,BA,High Risk,0.7720965,221.05,3.0,-12.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
rio de janeiro,RJ,Low Risk,0.2395595,49.03,4.0,-35.0,Regular Promotional Campaign,Low churn probability,Low,Marketing Team,Monthly,10,Maintain customer engagement
rio preto,MG,High Risk,0.89378905,32.41,5.0,-8.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
santos,SP,Medium Risk,0.49121436,258.51,1.0,8.0,Customer Satisfaction Survey,Average review score,Medium,Customer Experience Team,Within 7 Days,20,Identify customer pain points
salvador,BA,High Risk,0.8314974,44.79,1.0,-5.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
sete lagoas,MG,Low Risk,0.14869474,93.12,5.0,-10.0,Regular Promotional Campaign,Low churn probability,Low,Marketing Team,Monthly,10,Maintain customer engagement
cajamar,SP,Medium Risk,0.6113259,67.76,3.0,-8.0,Customer Satisfaction Survey,Average review score,Medium,Customer Experience Team,Within 7 Days,20,Identify customer pain points
sao carlos,SP,High Risk,0.9155829,183.16,1.0,8.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
sao jose do rio preto,SP,High Risk,0.9326601,513.22,3.0,-3.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
rio claro,SP,High Risk,0.73155063,107.8,5.0,-19.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
diadema,SP,High Risk,0.76202184,75.64,3.0,-13.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
osasco,SP,High Risk,0.7529029,66.14,5.0,-14.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
itapevi,SP,Low Risk,0.11581106,222.35,2.0,-4.0,Premium Loyalty Membership,High-value loyal customer,Low,Loyalty Team,Monthly,150,Maintain long-term loyalty
curitiba,PR,High Risk,0.729742,167.2,2.0,-19.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
rio de janeiro,RJ,High Risk,0.96091264,134.49,1.0,33.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
sao paulo,SP,Medium Risk,0.6080461,50.71,5.0,-2.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
rio de janeiro,RJ,High Risk,0.83105457,52.8,1.0,-15.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
nova iguacu,RJ,High Risk,0.8115976,206.99,5.0,-9.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
jundiai,SP,High Risk,0.881496,123.79,4.0,-23.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
auriflama,SP,High Risk,0.8157375,1224.1,5.0,-12.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
ouro preto,MG,High Risk,0.74559355,457.83,0.0,-8.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
matinhos,PR,Medium Risk,0.52743924,77.99,5.0,-38.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
luziania,GO,High Risk,0.7373071,347.31,5.0,-17.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
divinopolis,MG,High Risk,0.9159102,34.51,5.0,-8.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
recife,PE,Medium Risk,0.6966629,70.4,5.0,-2.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
rio de janeiro,RJ,Low Risk,0.3589632,114.75,1.0,-23.0,Premium Loyalty Membership,High-value loyal customer,Low,Loyalty Team,Monthly,150,Maintain long-term loyalty
curitiba,PR,Low Risk,0.1385523,69.64,5.0,-3.0,Regular Promotional Campaign,Low churn probability,Low,Marketing Team,Monthly,10,Maintain customer engagement
poa,SP,High Risk,0.71229994,100.23,5.0,-20.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
itapevi,SP,Medium Risk,0.5747371,151.16,5.0,-16.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
sao paulo,SP,High Risk,0.8457627,46.28,5.0,0.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
campinas,SP,High Risk,0.7673501,150.87,5.0,-15.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
brasilia,DF,High Risk,0.90451485,91.47,1.0,14.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
contagem,MG,High Risk,0.9237642,111.02,4.0,-8.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
campinas,SP,High Risk,0.7151334,391.66,2.0,-17.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
cacapava,SP,High Risk,0.8217436,24.86,5.0,-23.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
sao paulo,SP,High Risk,0.8933844,56.6,5.0,-14.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
formiga,MG,Medium Risk,0.49986896,53.02,5.0,2.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
sao paulo,SP,Low Risk,0.049083997,24.39,4.0,1.0,Regular Promotional Campaign,Low churn probability,Low,Marketing Team,Monthly,10,Maintain customer engagement
sao paulo,SP,High Risk,0.72260964,46.84,5.0,-16.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
guarulhos,SP,Low Risk,0.34848198,133.14,1.0,10.0,Premium Loyalty Membership,High-value loyal customer,Low,Loyalty Team,Monthly,150,Maintain long-term loyalty
barra bonita,SP,Medium Risk,0.67746127,91.76,5.0,-10.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
contagem,MG,Low Risk,0.31995815,148.15,5.0,-8.0,Premium Loyalty Membership,High-value loyal customer,Low,Loyalty Team,Monthly,150,Maintain long-term loyalty
campinas,SP,High Risk,0.8809231,154.66,5.0,-13.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
sao paulo,SP,High Risk,0.840717,34.62,5.0,-17.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
patos de minas,MG,High Risk,0.7528636,68.22,5.0,-18.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
sao paulo,SP,Medium Risk,0.6102703,46.39,5.0,-7.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
petropolis,RJ,High Risk,0.8041372,104.7,5.0,-14.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
curitiba,PR,Medium Risk,0.54265046,138.72,5.0,-31.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
porto alegre,RS,High Risk,0.7253434,446.0,5.0,-14.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
guaratingueta,SP,High Risk,0.74680245,829.56,3.0,-13.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
sao paulo,SP,High Risk,0.83291787,39.09,5.0,-18.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
florianopolis,SC,High Risk,0.8283875,93.3,5.0,-5.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
porto alegre,RS,High Risk,0.7949898,214.69,3.0,-18.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
sao paulo,SP,High Risk,0.9274207,81.18,5.0,-11.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
chapeco,SC,High Risk,0.90024686,318.32,1.0,7.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
barueri,SP,Medium Risk,0.56784576,47.29,3.0,-7.0,Customer Satisfaction Survey,Average review score,Medium,Customer Experience Team,Within 7 Days,20,Identify customer pain points
matinhos,PR,Low Risk,0.36741692,119.45,5.0,-11.0,Premium Loyalty Membership,High-value loyal customer,Low,Loyalty Team,Monthly,150,Maintain long-term loyalty
campo alegre de lourdes,BA,High Risk,0.8835147,124.89,5.0,-14.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
caraguatatuba,SP,High Risk,0.80123955,91.53,5.0,-7.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
joinville,SC,High Risk,0.91629356,632.48,2.0,-6.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
sao paulo,SP,High Risk,0.81484884,151.32,1.0,0.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
sao paulo,SP,Medium Risk,0.6491013,87.32,4.0,-8.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
sao paulo,SP,Low Risk,0.11244925,118.92,5.0,-3.0,Premium Loyalty Membership,High-value loyal customer,Low,Loyalty Team,Monthly,150,Maintain long-term loyalty
feira de santana,BA,High Risk,0.73107356,98.67,4.0,-10.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
indaiatuba,SP,High Risk,0.83370453,69.14,4.0,-11.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
sao paulo,SP,High Risk,0.9009327,72.43,4.0,-15.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
ouro preto,MG,High Risk,0.8084853,73.17,3.0,-14.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
valparaiso,SP,Medium Risk,0.6241898,41.76,5.0,-7.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
